sample_id,pct_missing,delta_missing,miss_flag,mahal_dist,pca_flag,sample_median,mad_deviation,mad_flag,n_flags,consensus_outlier
CR006_T1,4.9853372434017595,49.56011730205278,TRUE,0.4915519840890188,FALSE,23.247701393387835,0.028431683006431285,FALSE,1,FALSE
CR006_T2,54.54545454545454,49.56011730205278,TRUE,27.60385583583384,TRUE,26.567544933436416,3.2914118570421493,TRUE,3,TRUE
CR008_T1,6.158357771260997,28.152492668621697,TRUE,5.808507449421156,FALSE,23.645684465461557,0.3695513890672899,FALSE,1,FALSE
CR008_T2,34.31085043988269,28.152492668621697,TRUE,12.455526034877849,TRUE,25.093103621214667,1.8169705448203999,TRUE,3,TRUE
CR009_T1,9.970674486803519,-5.865102639296188,FALSE,0.9160719440924436,FALSE,23.303643225165878,0.027510148771611398,FALSE,0,FALSE
CR009_T2,4.105571847507331,-5.865102639296188,FALSE,2.6133717054342305,FALSE,23.717610850841677,0.4414777744474101,FALSE,0,FALSE
CR010_T1,2.0527859237536656,2.932551319648094,FALSE,2.019280374011212,FALSE,23.65534564611852,0.37921256972425255,FALSE,0,FALSE
CR010_T2,4.9853372434017595,2.932551319648094,FALSE,0.7992550998262957,FALSE,23.150923401098236,0.12520967529603055,FALSE,0,FALSE
CR015_T1,6.744868035190615,-3.519061583577712,FALSE,0.27492939623711077,FALSE,23.24862292762266,0.027510148771607845,FALSE,0,FALSE
CR015_T2,3.225806451612903,-3.519061583577712,FALSE,3.700990567283175,FALSE,23.60834961793465,0.33221654154038305,FALSE,0,FALSE
CR017_T1,4.69208211143695,3.8123167155425213,FALSE,0.5467683645500055,FALSE,23.397621498637395,0.12148842224312872,FALSE,0,FALSE
CR017_T2,8.504398826979472,3.8123167155425213,FALSE,0.2242491956548242,FALSE,23.861851755031502,0.5857186786372353,FALSE,0,FALSE
CR018_T1,5.278592375366569,2.0527859237536665,FALSE,0.47439879771425564,FALSE,22.968186364637187,0.30794671175707933,FALSE,0,FALSE
CR018_T2,7.331378299120235,2.0527859237536665,FALSE,0.6583060901028707,FALSE,23.139464985661498,0.1366680907327691,FALSE,0,FALSE
CR022_T1,4.105571847507331,0,FALSE,0.26917080255366116,FALSE,23.164620795875322,0.11151228051894435,FALSE,0,FALSE
CR022_T2,4.105571847507331,0,FALSE,1.6054423028915208,FALSE,23.061394102466295,0.2147389739279717,FALSE,0,FALSE
CR072_T1,12.903225806451612,-3.8123167155425204,FALSE,4.824497181049505,FALSE,23.102573744877386,0.17355933151688063,FALSE,0,FALSE
CR072_T2,9.090909090909092,-3.8123167155425204,FALSE,0.17900486214084527,FALSE,23.724566774210658,0.448433697816391,FALSE,0,FALSE
CR149_T1,4.398826979472141,-1.759530791788857,FALSE,0.5115576769823467,FALSE,22.96721819248969,0.30891488390457766,FALSE,0,FALSE
CR149_T2,2.6392961876832843,-1.759530791788857,FALSE,0.48465588981430063,FALSE,23.05218419929713,0.2239488770971363,FALSE,0,FALSE
CR163_T1,2.0527859237536656,2.0527859237536656,FALSE,1.2734188458332074,FALSE,23.447573016876675,0.17143994048240785,FALSE,0,FALSE
CR163_T2,4.105571847507331,2.0527859237536656,FALSE,1.9396709395009681,FALSE,23.70448890507776,0.4283558286834932,FALSE,0,FALSE
CR383_T1,17.302052785923756,NA,TRUE,1.044067459647377,FALSE,23.813504038982778,0.5373709625885112,FALSE,1,FALSE
CR386_T2,3.519061583577713,NA,FALSE,0.7970930690296716,FALSE,22.94980053437961,0.3263325420146579,FALSE,0,FALSE
PPS02,4.69208211143695,NA,FALSE,0.6395950097475119,FALSE,23.357229412995427,0.08109633660115989,FALSE,0,FALSE
PPS28,5.865102639296188,NA,FALSE,1.104982524379258,FALSE,23.20433845103073,0.07179462536353753,FALSE,0,FALSE
PPS31,5.571847507331378,NA,FALSE,0.2956599557624788,FALSE,23.418089316129095,0.14195623973482796,FALSE,0,FALSE
PPS32,12.316715542521994,NA,FALSE,2.0204740577249205,FALSE,22.989956245351294,0.2861768310429724,FALSE,0,FALSE
PPS37,6.451612903225806,NA,FALSE,1.1456627705105493,FALSE,23.033749810326533,0.24238326606773342,FALSE,0,FALSE
PPS40,8.504398826979472,NA,FALSE,1.74815520901705,FALSE,23.15105193917939,0.12508113721487746,FALSE,0,FALSE
PPS41,26.392961876832842,NA,TRUE,13.45303789101219,TRUE,24.58056319108886,1.3044301146945934,TRUE,3,TRUE
PPS44,7.038123167155426,NA,FALSE,1.0767907132743373,FALSE,23.058686909813428,0.2174461665808387,FALSE,0,FALSE
